member_id,first_name,last_name,grade,neighborhood,membership_status,join_date,checkout_id,book_id,checkout_date,return_date,title,author
1005,Youssef,Halim,9.0,Maadi,Active,2024-05-05,9066.0,513.0,2025-07-15,2025-07-31,Circuits for Beginners,Galal Mounir
1005,Youssef,Halim,9.0,Maadi,Active,2024-05-05,9029.0,507.0,2025-03-07,2025-03-29,Fossils and Fireflies,Dalia Serry
1006,Layla,Mansour,6.0,Maadi,Inactive,2024-02-12,9058.0,501.0,2025-03-18,2025-04-09,The Silver Kite,Amina Darwish
1007,Sherif,Fouad,6.0,Maadi,Active,2025-08-18,9072.0,513.0,2025-03-05,2025-04-01,Circuits for Beginners,Galal Mounir
1007,Sherif,Fouad,6.0,Maadi,Active,2025-08-18,9047.0,507.0,2024-10-11,2024-10-24,Fossils and Fireflies,Dalia Serry
1007,Sherif,Fouad,6.0,Maadi,Active,2025-08-18,9038.0,506.0,2024-07-15,2024-08-12,The Paper Boat Club,Aya Hafez
1008,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,9005.0,513.0,2025-04-20,2025-04-29,Circuits for Beginners,Galal Mounir
1008,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,9001.0,501.0,2025-08-23,2025-08-28,The Silver Kite,Amina Darwish
1008,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,9091.0,525.0,2024-06-03,2024-06-12,Storms and Sailboats,Mahmoud Rafei
1008,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,9053.0,516.0,2025-07-20,2025-08-08,The Beekeeper's Almanac,Hoda Bakry
1008,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,9021.0,501.0,2025-05-22,2025-05-29,The Silver Kite,Amina Darwish
1008,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,9007.0,507.0,2025-03-15,2025-03-31,Fossils and Fireflies,Dalia Serry
1008,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,9073.0,513.0,2025-02-13,2025-01-11,Circuits for Beginners,Galal Mounir
1008,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,9067.0,507.0,2024-01-05,2024-01-29,Fossils and Fireflies,Dalia Serry
1008,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,9093.0,507.0,2025-03-22,2025-04-19,Fossils and Fireflies,Dalia Serry
1008,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,9064.0,502.0,2025-06-12,2025-06-21,Desert Compass,Amina Darwish
1008,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,9077.0,514.0,2024-07-28,2024-08-12,The Robot in Row Nine,Galal Mounir
1008,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,9080.0,501.0,2024-03-20,2024-04-18,The Silver Kite,Amina Darwish
1008,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,9037.0,509.0,2024-01-02,2024-01-22,Marbles and Mirrors,Diaa Sultan
1008,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,9076.0,529.0,2025-12-12,2025-12-20,Riddles of the Red Sea,Sara Tantawy
1008,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,9078.0,521.0,2024-09-21,2024-10-12,A Garden of Equations,Karim Elwy
1008,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,9045.0,520.0,2024-05-28,2025-01-11,The Copper Telescope,Jasmine Wahdan
1008,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,9079.0,520.0,2025-12-27,2026-01-05,The Copper Telescope,Jasmine Wahdan
1008,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,9098.0,525.0,2024-12-15,2024-12-31,Storms and Sailboats,Mahmoud Rafei
1008,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,9084.0,511.0,2024-06-27,2024-07-22,Winter in Alexandria,Farida Anwar
1009,Hassan,Saleh,6.0,Maadi,Active,2025-04-25,9010.0,513.0,2025-07-22,2025-08-16,Circuits for Beginners,Galal Mounir
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9082.0,528.0,2025-11-11,2025-11-18,The Glass Beehive,Mona Kholoussy
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9012.0,501.0,2025-02-17,2025-01-11,The Silver Kite,Amina Darwish
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9056.0,519.0,2025-07-11,2025-07-27,Kites Over Cairo,Jasmine Wahdan
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9036.0,515.0,2024-11-27,2024-12-24,Songs of the Oasis,Hoda Bakry
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9100.0,513.0,2025-08-27,2025-09-22,Circuits for Beginners,Galal Mounir
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9024.0,507.0,2025-01-27,2025-02-09,Fossils and Fireflies,Dalia Serry
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9008.0,520.0,2025-08-11,2025-01-11,The Copper Telescope,Jasmine Wahdan
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9015.0,507.0,2025-09-02,2025-09-14,Fossils and Fireflies,Dalia Serry
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9049.0,514.0,2025-09-08,2025-01-11,The Robot in Row Nine,Galal Mounir
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9069.0,505.0,2024-06-14,2024-07-10,Letters to the Nile,Aya Hafez
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9102.0,502.0,2024-10-05,2025-01-11,Desert Compass,Amina Darwish
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9022.0,507.0,2025-11-14,2025-12-03,Fossils and Fireflies,Dalia Serry
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9089.0,507.0,2025-06-22,2025-07-22,Fossils and Fireflies,Dalia Serry
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9062.0,520.0,2024-07-28,2024-08-26,The Copper Telescope,Jasmine Wahdan
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9041.0,506.0,2025-02-22,2025-03-19,The Paper Boat Club,Aya Hafez
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9060.0,527.0,2024-05-20,2024-05-28,Notes from the Delta,Mona Kholoussy
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9042.0,509.0,2024-02-28,2025-01-11,Marbles and Mirrors,Diaa Sultan
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9014.0,519.0,2024-06-28,2024-07-20,Kites Over Cairo,Jasmine Wahdan
1011,Menna,Halim,8.0,Maadi,Active,2024-04-22,9032.0,501.0,2024-11-24,2024-12-11,The Silver Kite,Amina Darwish
1011,Menna,Halim,8.0,Maadi,Active,2024-04-22,9083.0,516.0,2025-10-02,2025-10-09,The Beekeeper's Almanac,Hoda Bakry
1012,Ali,Hegazy,7.0,Maadi,Active,2025-12-08,No Checkout,No Book,2025-07-11,2025-01-11,The Silver Kite,Amina Darwish
1013,Ziad,Fouad,8.0,Maadi,Active,2025-06-27,9004.0,519.0,2025-07-27,2025-08-16,Kites Over Cairo,Jasmine Wahdan
1013,Ziad,Fouad,8.0,Maadi,Active,2025-06-27,9054.0,510.0,2024-11-21,2025-01-11,The Missing Metronome,Diaa Sultan
1014,Habiba,Nabil,6.0,Maadi,Active,2024-07-09,9019.0,513.0,2024-03-06,2024-03-23,Circuits for Beginners,Galal Mounir
1015,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,9034.0,511.0,2025-10-13,2025-01-11,Winter in Alexandria,Farida Anwar
1015,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,9003.0,501.0,2024-08-04,2024-08-13,The Silver Kite,Amina Darwish
1015,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,9055.0,525.0,2025-08-08,2025-08-27,Storms and Sailboats,Mahmoud Rafei
1016,Dina,Rashad,8.0,Maadi,Active,2023-04-24,9020.0,506.0,2024-04-15,2024-05-04,The Paper Boat Club,Aya Hafez
1016,Dina,Rashad,8.0,Maadi,Active,2023-04-24,9040.0,529.0,2025-01-23,2025-02-11,Riddles of the Red Sea,Sara Tantawy
1016,Dina,Rashad,8.0,Maadi,Active,2023-04-24,9090.0,507.0,2025-02-18,2025-03-04,Fossils and Fireflies,Dalia Serry
1016,Dina,Rashad,8.0,Maadi,Active,2023-04-24,9059.0,518.0,2025-06-28,2025-07-27,The Ninth Lighthouse,Hani Nagati
1016,Dina,Rashad,8.0,Maadi,Active,2023-04-24,9061.0,505.0,2025-04-28,2025-05-20,Letters to the Nile,Aya Hafez
1016,Dina,Rashad,8.0,Maadi,Active,2023-04-24,9065.0,509.0,2024-12-21,2025-01-11,Marbles and Mirrors,Diaa Sultan
1016,Dina,Rashad,8.0,Maadi,Active,2023-04-24,9016.0,527.0,2024-12-03,2024-12-11,Notes from the Delta,Mona Kholoussy
1017,Adam,Badr,9.0,Maadi,Active,2025-07-12,9028.0,507.0,2025-01-19,2025-01-28,Fossils and Fireflies,Dalia Serry
1017,Adam,Badr,9.0,Maadi,Active,2025-07-12,9081.0,502.0,2025-08-25,2025-09-17,Desert Compass,Amina Darwish
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9097.0,501.0,2025-10-05,2025-10-14,The Silver Kite,Amina Darwish
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9030.0,507.0,2025-03-09,2025-01-11,Fossils and Fireflies,Dalia Serry
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9063.0,515.0,2024-10-22,2025-01-11,Songs of the Oasis,Hoda Bakry
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9070.0,513.0,2025-01-08,2025-02-01,Circuits for Beginners,Galal Mounir
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9075.0,510.0,2024-07-01,2025-01-11,The Missing Metronome,Diaa Sultan
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9027.0,519.0,2024-11-04,2025-01-11,Kites Over Cairo,Jasmine Wahdan
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9017.0,519.0,2024-08-06,2024-08-11,Kites Over Cairo,Jasmine Wahdan
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9378.0,501.0,2024-09-05,2024-09-21,The Silver Kite,Amina Darwish
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9006.0,507.0,2025-06-26,2025-07-01,Fossils and Fireflies,Dalia Serry
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9104.0,507.0,2024-05-15,2025-01-11,Fossils and Fireflies,Dalia Serry
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9099.0,506.0,2025-10-10,2025-11-09,The Paper Boat Club,Aya Hafez
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9086.0,501.0,2024-06-20,2024-06-29,The Silver Kite,Amina Darwish
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9044.0,503.0,2024-10-07,2025-01-11,The Lantern Maker,Adel Roushdy
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9023.0,503.0,2025-08-04,2025-08-27,The Lantern Maker,Adel Roushdy
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9026.0,506.0,2025-04-21,2025-05-04,The Paper Boat Club,Aya Hafez
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9085.0,525.0,2025-08-19,2025-09-18,Storms and Sailboats,Mahmoud Rafei
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9039.0,513.0,2024-07-21,2024-08-10,Circuits for Beginners,Galal Mounir
1019,Mostafa,Wahba,6.0,Maadi,Inactive,2024-07-20,9092.0,507.0,2025-03-20,2025-03-27,Fossils and Fireflies,Dalia Serry
1019,Mostafa,Wahba,6.0,Maadi,Inactive,2024-07-20,9052.0,501.0,2024-06-20,2024-06-29,The Silver Kite,Amina Darwish
1019,Mostafa,Wahba,6.0,Maadi,Inactive,2024-07-20,9052.0,501.0,2024-06-20,2024-06-29,The Silver Kite,Amina Darwish
1020,Rana,Fouad,6.0,Maadi,Active,2025-12-04,9031.0,530.0,2025-12-28,2026-01-05,The Sandstone Key,Sara Tantawy
1020,Rana,Fouad,6.0,Maadi,Active,2025-12-04,9101.0,532.0,2025-05-25,2025-06-15,The Last Bookmark,Samir Zohdy
1020,Rana,Fouad,6.0,Maadi,Active,2025-12-04,9057.0,519.0,2025-02-03,2025-01-11,Kites Over Cairo,Jasmine Wahdan
1020,Rana,Fouad,6.0,Maadi,Active,2025-12-04,9033.0,522.0,2025-02-26,2025-03-11,The Puzzle Merchant,Karim Elwy
1020,Rana,Fouad,6.0,Maadi,Active,2025-12-04,9087.0,511.0,2025-12-03,2025-12-13,Winter in Alexandria,Farida Anwar
1020,Rana,Fouad,6.0,Maadi,Active,2025-12-04,9035.0,501.0,2024-08-01,2024-08-23,The Silver Kite,Amina Darwish
1020,Rana,Fouad,6.0,Maadi,Active,2025-12-04,9002.0,515.0,2024-12-06,2024-12-11,Songs of the Oasis,Hoda Bakry
1021,Fares,Fouad,8.0,Maadi,Active,2023-05-14,No Checkout,No Book,2025-07-11,2025-01-11,The Silver Kite,Amina Darwish
1022,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,9380.0,513.0,2024-04-22,2024-04-28,Circuits for Beginners,Galal Mounir
1022,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,9094.0,527.0,2024-11-22,2024-12-08,Notes from the Delta,Mona Kholoussy
1022,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,9046.0,513.0,2024-02-22,2025-01-11,Circuits for Beginners,Galal Mounir
1022,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,9009.0,506.0,2025-04-28,2025-05-04,The Paper Boat Club,Aya Hafez
1022,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,9096.0,501.0,2025-02-17,2025-03-17,The Silver Kite,Amina Darwish
1022,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,9011.0,513.0,2024-03-17,2025-01-11,Circuits for Beginners,Galal Mounir
1023,Hassan,Rashad,8.0,Nasr City,Inactive,2025-01-22,9188.0,507.0,2025-05-11,2025-06-08,Fossils and Fireflies,Dalia Serry
1024,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,9127.0,506.0,2025-06-13,2025-01-11,The Paper Boat Club,Aya Hafez
1024,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,9144.0,501.0,2025-11-07,2025-11-25,The Silver Kite,Amina Darwish
1024,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,9143.0,518.0,2025-10-02,2025-01-11,The Ninth Lighthouse,Hani Nagati
1024,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,9124.0,525.0,2025-10-14,2025-11-13,Storms and Sailboats,Mahmoud Rafei
1024,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,9376.0,518.0,2025-10-22,2025-11-04,The Ninth Lighthouse,Hani Nagati
1024,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,9128.0,501.0,2025-06-12,2025-06-19,The Silver Kite,Amina Darwish
1024,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,9194.0,513.0,2024-09-17,2024-10-09,Circuits for Beginners,Galal Mounir
1024,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,9119.0,518.0,2025-02-26,2025-03-15,The Ninth Lighthouse,Hani Nagati
1024,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,9130.0,503.0,2025-09-04,2025-09-17,The Lantern Maker,Adel Roushdy
1024,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,9178.0,518.0,2025-08-21,2025-09-04,The Ninth Lighthouse,Hani Nagati
1024,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,9195.0,507.0,2025-02-22,2025-03-17,Fossils and Fireflies,Dalia Serry
1024,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,9107.0,505.0,2024-09-24,2024-10-12,Letters to the Nile,Aya Hafez
1024,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,9108.0,507.0,2025-02-02,2025-02-27,Fossils and Fireflies,Dalia Serry
1024,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,9150.0,507.0,2025-10-14,2025-10-24,Fossils and Fireflies,Dalia Serry
1024,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,9194.0,513.0,2024-09-17,2024-10-09,Circuits for Beginners,Galal Mounir
1024,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,9174.0,528.0,2025-12-16,2026-01-07,The Glass Beehive,Mona Kholoussy
1024,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,9116.0,519.0,2025-01-10,2025-02-09,Kites Over Cairo,Jasmine Wahdan
1025,Hana,Nabil,8.0,Nasr  City,Active,2023-10-03,No Checkout,No Book,2025-07-11,2025-01-11,The Silver Kite,Amina Darwish
1026,Nada,Saleh,7.0,Nasr City,Inactive,2023-11-16,9184.0,501.0,2024-12-15,2025-01-11,The Silver Kite,Amina Darwish
1026,Nada,Saleh,7.0,Nasr City,Inactive,2023-11-16,9117.0,501.0,2025-09-13,2025-01-11,The Silver Kite,Amina Darwish
1026,Nada,Saleh,7.0,Nasr City,Inactive,2023-11-16,9185.0,519.0,2025-10-22,2025-11-01,Kites Over Cairo,Jasmine Wahdan
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9113.0,507.0,2024-06-26,2024-07-08,Fossils and Fireflies,Dalia Serry
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9111.0,510.0,2024-09-12,2024-10-03,The Missing Metronome,Diaa Sultan
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9173.0,532.0,2025-03-10,2025-04-06,The Last Bookmark,Samir Zohdy
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9148.0,532.0,2025-07-05,2025-07-26,The Last Bookmark,Samir Zohdy
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9171.0,507.0,2025-05-23,2025-06-19,Fossils and Fireflies,Dalia Serry
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9141.0,529.0,2025-02-09,2025-03-03,Riddles of the Red Sea,Sara Tantawy
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9123.0,511.0,2025-03-23,2025-04-11,Winter in Alexandria,Farida Anwar
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9142.0,516.0,2024-09-21,2024-10-14,The Beekeeper's Almanac,Hoda Bakry
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9198.0,524.0,2024-10-03,2024-10-19,The Weaver's Daughter,Laila Shokry
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9192.0,519.0,2025-09-26,2025-10-07,Kites Over Cairo,Jasmine Wahdan
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9105.0,501.0,2025-03-05,2025-03-25,The Silver Kite,Amina Darwish
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9183.0,532.0,2025-03-28,2025-04-10,The Last Bookmark,Samir Zohdy
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9179.0,517.0,2024-11-19,2024-12-17,Shadows on the Corniche,Hani Nagati
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9191.0,505.0,2024-08-05,2024-08-29,Letters to the Nile,Aya Hafez
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9175.0,513.0,2025-03-04,2025-03-27,Circuits for Beginners,Galal Mounir
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9121.0,522.0,2025-02-24,2025-03-14,The Puzzle Merchant,Karim Elwy
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9177.0,513.0,2024-01-18,2025-01-11,Circuits for Beginners,Galal Mounir
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9176.0,501.0,2024-11-08,2024-11-26,The Silver Kite,Amina Darwish
1028,Hassan,Adel,9.0,Nasr City,Active,2025-11-12,9155.0,525.0,2025-07-12,2025-07-18,Storms and Sailboats,Mahmoud Rafei
1028,Hassan,Adel,9.0,Nasr City,Active,2025-11-12,9147.0,512.0,2025-10-05,2025-11-01,The Cartographer's Cat,Farida Anwar
1028,Hassan,Adel,9.0,Nasr City,Active,2025-11-12,9167.0,503.0,2025-12-24,2026-01-02,The Lantern Maker,Adel Roushdy
1029,Rana,Kamel,6.0,Nasr City,Active,2023-04-03,No Checkout,No Book,2025-07-11,2025-01-11,The Silver Kite,Amina Darwish
1030,Reem,Osman,8.0,Nasr City,Active,2025-04-01,9152.0,525.0,2025-01-03,2025-01-11,Storms and Sailboats,Mahmoud Rafei
1030,Reem,Osman,8.0,Nasr City,Active,2025-04-01,9165.0,519.0,2025-03-27,2025-04-02,Kites Over Cairo,Jasmine Wahdan
1030,Reem,Osman,8.0,Nasr City,Active,2025-04-01,9162.0,519.0,2025-08-27,2025-09-11,Kites Over Cairo,Jasmine Wahdan
1030,Reem,Osman,8.0,Nasr City,Active,2025-04-01,9172.0,513.0,2025-05-04,2025-05-26,Circuits for Beginners,Galal Mounir
1030,Reem,Osman,8.0,Nasr City,Active,2025-04-01,9110.0,506.0,2024-05-14,2024-05-30,The Paper Boat Club,Aya Hafez
1030,Reem,Osman,8.0,Nasr City,Active,2025-04-01,9169.0,513.0,2025-11-25,2025-01-11,Circuits for Beginners,Galal Mounir
1030,Reem,Osman,8.0,Nasr City,Active,2025-04-01,9197.0,501.0,2025-11-26,2025-12-01,The Silver Kite,Amina Darwish
1030,Reem,Osman,8.0,Nasr City,Active,2025-04-01,9159.0,501.0,2024-12-11,2025-01-11,The Silver Kite,Amina Darwish
1030,Reem,Osman,8.0,Nasr City,Active,2025-04-01,9168.0,513.0,2025-09-13,2025-09-23,Circuits for Beginners,Galal Mounir
1030,Reem,Osman,8.0,Nasr City,Active,2025-04-01,9160.0,501.0,2024-06-20,2024-07-07,The Silver Kite,Amina Darwish
1030,Reem,Osman,8.0,Nasr City,Active,2025-04-01,9118.0,507.0,2024-05-12,2025-01-11,Fossils and Fireflies,Dalia Serry
1030,Reem,Osman,8.0,Nasr City,Active,2025-04-01,9154.0,525.0,2025-05-18,2025-05-26,Storms and Sailboats,Mahmoud Rafei
1030,Reem,Osman,8.0,Nasr City,Active,2025-04-01,9196.0,526.0,2025-01-15,2025-02-02,The Clockwork Orchard,Mahmoud Rafei
1030,Reem,Osman,8.0,Nasr City,Active,2025-04-01,9190.0,502.0,2025-12-04,2025-12-18,Desert Compass,Amina Darwish
1030,Reem,Osman,8.0,Nasr City,Active,2025-04-01,9153.0,530.0,2024-10-12,2024-10-26,The Sandstone Key,Sara Tantawy
1030,Reem,Osman,8.0,Nasr City,Active,2025-04-01,9136.0,532.0,2024-10-03,2024-10-20,The Last Bookmark,Samir Zohdy
1031,Ali,Fahmy,8.0,Nasr City,Active,2023-09-08,9112.0,521.0,2024-07-28,2024-08-22,A Garden of Equations,Karim Elwy
1032,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,9129.0,513.0,2025-06-21,2025-06-29,Circuits for Beginners,Galal Mounir
1032,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,9157.0,525.0,2024-03-04,2024-04-03,Storms and Sailboats,Mahmoud Rafei
1032,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,9189.0,507.0,2025-12-08,2025-12-16,Fossils and Fireflies,Dalia Serry
1032,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,9149.0,507.0,2025-02-09,2025-02-18,Fossils and Fireflies,Dalia Serry
1032,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,9166.0,519.0,2024-01-15,2024-01-24,Kites Over Cairo,Jasmine Wahdan
1032,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,9156.0,503.0,2025-02-13,2025-03-14,The Lantern Maker,Adel Roushdy
1033,Marwan,Wahba,7.0,Nasr City,Active,2023-02-22,No Checkout,No Book,2025-07-11,2025-01-11,The Silver Kite,Amina Darwish
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9131.0,505.0,2025-12-16,2025-12-25,Letters to the Nile,Aya Hafez
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9187.0,502.0,2024-08-11,2025-01-11,Desert Compass,Amina Darwish
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9140.0,513.0,2025-03-06,2025-04-02,Circuits for Beginners,Galal Mounir
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9186.0,516.0,2025-07-17,2025-08-03,The Beekeeper's Almanac,Hoda Bakry
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9163.0,531.0,2025-12-28,2026-01-02,Voices in the Library,Samir Zohdy
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9120.0,526.0,2025-06-06,2025-06-26,The Clockwork Orchard,Mahmoud Rafei
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9193.0,519.0,2024-09-15,2024-10-01,Kites Over Cairo,Jasmine Wahdan
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9115.0,502.0,2025-12-16,2026-01-15,Desert Compass,Amina Darwish
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9375.0,525.0,2025-10-27,2025-11-15,Storms and Sailboats,Mahmoud Rafei
